name,book,year,frequency
S Pietro,AMZ1848,1848,2
Carlo Valentini,AMZ1848,1848,2
Karl Schönche,AMZ1848,1848,2
S Mailand,AMZ1848,1848,3
Domenico Coselli,AMZ1848,1848,3
Giacomo Montresor,AMZ1848,1848,2
n Montresor,AMZ1848,1848,7
von Scheidlin,AMZ1848,1848,3
F A Kummenr,AMZ1848,1848,3
Leopold Wehle,AMZ1848,1848,3
Engelbert Aigner,AMZ1848,1848,6
J B Schiedermayer,AMZ1848,1848,3
Eva Heinefetter,AMZ1848,1848,2
 Heinefetter,AMZ1848,1848,9
Schechner Heinefetter,AMZ1848,1848,2
Sabine Heinefetter,AMZ1848,1848,10
Clara Heinefetter,AMZ1848,1848,6
n Strakaty,AMZ1848,1848,16
Georg von Nissen,AMZ1848,1848,2
von Nissen,AMZ1848,1848,2
 Nissen,AMZ1848,1848,3
n Herausgebers,AMZ1848,1848,2
Fr Kalkbronner,AMZ1848,1848,3
F de Fossa,AMZ1848,1848,2
E Paulian,AMZ1848,1848,3
C de Gluck,AMZ1848,1848,2
Dr Frdr,AMZ1848,1848,13
Carl Frdr,AMZ1848,1848,2
 Frdr,AMZ1848,1848,8
n Frdr,AMZ1848,1848,2
Georg Frdr,AMZ1848,1848,3
Basson Cor,AMZ1848,1848,2
M Fackler,AMZ1848,1848,3
Fradl Feigerl,AMZ1848,1848,2
Peregrin Feigerl,AMZ1848,1848,2
Claude Lorrain,AMZ1848,1848,2
C F J Girschner,AMZ1848,1848,5
Rosalie Girschner,AMZ1848,1848,2
Giuseppe Magagnini,AMZ1848,1848,2
Franz von Suppe,AMZ1848,1848,3
J C Lom,AMZ1848,1848,2
Dr Georg Klindworth,AMZ1848,1848,2
A Gielis,AMZ1848,1848,2
A Foreith,AMZ1848,1848,2
F Horetzky,AMZ1848,1848,2
G Friederich,AMZ1848,1848,2
C A Kümmel,AMZ1848,1848,4
Franz Dingelstedt,AMZ1848,1848,4
Louis Chollet,AMZ1848,1848,3
Therese Elsler,AMZ1848,1848,3
Fanny Elsler,AMZ1848,1848,16
Mlle Fanny Elsler,AMZ1848,1848,2
Grunert Strube,AMZ1848,1848,2
L Droust,AMZ1848,1848,2
n Wiegand,AMZ1848,1848,4
Osmar Wiegand,AMZ1848,1848,2
Isaak Vossius,AMZ1848,1848,2
n Kinderfreund,AMZ1848,1848,3
n Landsberg,AMZ1848,1848,3
G Bergen,AMZ1848,1848,2
Philipp Broch,AMZ1848,1848,2
Friedrich Berkenbusch,AMZ1848,1848,3
Max von Schenkendorf,AMZ1848,1848,8
Andreas Hofer,AMZ1848,1848,25
A Pennauer,AMZ1848,1848,5
Moritz Ernemann,AMZ1848,1848,6
J Lewit,AMZ1848,1848,2
Heinrich Zschokke,AMZ1848,1848,3
Elise Krings,AMZ1848,1848,2
Emilie Reichold,AMZ1848,1848,7
Schloss Kenilworth,AMZ1848,1848,2
Giuseppe Persiani,AMZ1848,1848,2
n Persiani,AMZ1848,1848,2
Fanny Tacchinardi Persiani,AMZ1848,1848,2
Wenzel Horak,AMZ1848,1848,4
n Zschiesche,AMZ1848,1848,23
Aerr Zschiesche,AMZ1848,1848,2
R Giovanelli,AMZ1848,1848,2
Buffo Leoni,AMZ1848,1848,4
Caldara Bernabei,AMZ1848,1848,2
Ottavio Pittoni,AMZ1848,1848,2
W Cläpius,AMZ1848,1848,2
M G Saphir,AMZ1848,1848,11
S Noukomnm,AMZ1848,1848,2
F Leuckart,AMZ1848,1848,2
F E C Leuckart,AMZ1848,1848,23
Marietta Biondi,AMZ1848,1848,2
n Mehlig,AMZ1848,1848,2
Franz Mehlig,AMZ1848,1848,2
Fr Knuth,AMZ1848,1848,2
Baptist Petit,AMZ1848,1848,2
Dr Petit,AMZ1848,1848,3
Adam de le Hale,AMZ1848,1848,3
Adam de la Hale,AMZ1848,1848,5
A F Lindblad,AMZ1848,1848,22
Franz Bühnert,AMZ1848,1848,3
Professor Bühnert,AMZ1848,1848,2
J Johannis,AMZ1848,1848,6
Joseph Wielhorski,AMZ1848,1848,2
mann und Dorothea,AMZ1848,1848,2
C F Rafaol,AMZ1848,1848,2
Dr Schütze,AMZ1848,1848,5
 Schütze,AMZ1848,1848,5
Fr W Schütze,AMZ1848,1848,2
Rosina Bianchini aus Jesi,AMZ1848,1848,2
H Stieglitz,AMZ1848,1848,17
 Stieglitz,AMZ1848,1848,2
v Stieglitz,AMZ1848,1848,2
Don Quixote,AMZ1848,1848,2
Serafina Tocchini,AMZ1848,1848,2
v Tucher,AMZ1848,1848,3
G v Tucher,AMZ1848,1848,2
n Kantor Pohsner,AMZ1848,1848,2
Sigismund Thalberg,AMZ1848,1848,108
Sigmund Thalberg,AMZ1848,1848,4
Siegmund Thalberg,AMZ1848,1848,3
 Thalberg,AMZ1848,1848,3
n Thalberg,AMZ1848,1848,5
Joseph Püringer,AMZ1848,1848,2
Meyer beer,AMZ1848,1848,2
J Meyer beer,AMZ1848,1848,2
August Küttner,AMZ1848,1848,2
Felic Mendels,AMZ1848,1848,2
Mathias Sedlmayr,AMZ1848,1848,2
Bernhard von Clairvaux,AMZ1848,1848,4
n Dettmer,AMZ1848,1848,3
Wolff Dettmer,AMZ1848,1848,2
J Weppen,AMZ1848,1848,2
Agnes von Hohenstaufen,AMZ1848,1848,12
Mainzischer Singweise,AMZ1848,1848,2
Charles Kraegen,AMZ1848,1848,3
Anton Hackel,AMZ1848,1848,10
 Hackel,AMZ1848,1848,2
Albert Sowinski,AMZ1848,1848,7
n Sowinski,AMZ1848,1848,2
Giuseppe Mazza,AMZ1848,1848,2
n Mazza,AMZ1848,1848,2
Fr Snel,AMZ1848,1848,3
T Trautwein,AMZ1848,1848,5
n T Trautwein,AMZ1848,1848,2
P F Engstfeld,AMZ1848,1848,2
Theodor Wentzel,AMZ1848,1848,2
n Steinmüller,AMZ1848,1848,2
Anton Stratuarius,AMZ1848,1848,3
Cesare Pugni,AMZ1848,1848,4
Maestro Cesare Pugni,AMZ1848,1848,2
Muzio Clomenti,AMZ1848,1848,2
Fr Kalkbrennenr,AMZ1848,1848,5
Schloer et L Castellacci,AMZ1848,1848,2
Nicolaus Marggraf,AMZ1848,1848,2
Dr Lichtenthals,AMZ1848,1848,2
Louis Schuberth,AMZ1848,1848,13
Charles Schuberth,AMZ1848,1848,17
Carl Schuberth,AMZ1848,1848,6
Julius Schuberth,AMZ1848,1848,3
n Carl Schuberth,AMZ1848,1848,2
n Cart Schuberth,AMZ1848,1848,2
n Schuberth,AMZ1848,1848,2
Karl Schuberth,AMZ1848,1848,4
LIBRARY ONLY,AMZ1848,1848,2
Joseph Anton Bridi,AMZ1848,1848,2
I A Bridi,AMZ1848,1848,2
A Sundelin,AMZ1848,1848,9
Kammermusikus Sundelin,AMZ1848,1848,2
J C D wildt,AMZ1848,1848,2
 Erk,AMZ1848,1848,25
Ludwig Erk,AMZ1848,1848,13
Erasmus Styx,AMZ1848,1848,2
J von Eichendorf,AMZ1848,1848,3
F A Kumnmedr,AMZ1848,1848,2
F X Chwatal,AMZ1848,1848,14
 Chwatal,AMZ1848,1848,3
T X Chwatal,AMZ1848,1848,2
Adolph Hosse,AMZ1848,1848,2
me Frontini,AMZ1848,1848,2
n Emminger,AMZ1848,1848,19
Kunz Emminger,AMZ1848,1848,4
Strakaty und Emminger,AMZ1848,1848,2
Giuseppe Porsile,AMZ1848,1848,2
Felix Mendelssohn Bartoldy,AMZ1848,1848,7
Graf Wielhorsky,AMZ1848,1848,2
 Wielhorsky,AMZ1848,1848,2
J E Eichendorff,AMZ1848,1848,2
J v Eichendorff,AMZ1848,1848,9
Freiherrn von Eichendorff,AMZ1848,1848,3
v Eichendorff,AMZ1848,1848,4
Max v Eichendorff,AMZ1848,1848,2
 Mehwald,AMZ1848,1848,2
 Gehse,AMZ1848,1848,6
n Cantoren,AMZ1848,1848,2
n Mantius,AMZ1848,1848,45
Eduard Mantius,AMZ1848,1848,3
n Eduard Mantius,AMZ1848,1848,3
n Pögner,AMZ1848,1848,16
Charles de Beriot,AMZ1848,1848,28
De Beriot,AMZ1848,1848,5
de Beriot,AMZ1848,1848,28
Malibran de Beriot,AMZ1848,1848,4
n de Beriot,AMZ1848,1848,3
Wilhelm Kilzer,AMZ1848,1848,4
J Küäffner,AMZ1848,1848,3
Matteo Carcassi,AMZ1848,1848,8
Ch F Ehrlich,AMZ1848,1848,20
Kapellmeister Reuling,AMZ1848,1848,3
Wilh Reuling,AMZ1848,1848,2
G Kumnmenr,AMZ1848,1848,2
Georg Micheuz,AMZ1848,1848,2
Carl Stöber,AMZ1848,1848,4
G W Fint,AMZ1848,1848,16
G Grünberg,AMZ1848,1848,3
 Grünberg,AMZ1848,1848,15
Levysohn Grünberg,AMZ1848,1848,2
v Grünberg,AMZ1848,1848,2
Friedrich Rochlitg,AMZ1848,1848,2
n Rittmüller,AMZ1848,1848,2
G F Lellmann,AMZ1848,1848,3
die Gefangenen,AMZ1848,1848,3
Adolph Fischel,AMZ1848,1848,5
Eduard Sobolewski,AMZ1848,1848,7
n Sobolewski,AMZ1848,1848,2
Ad Mt,AMZ1848,1848,4
W Plachy,AMZ1848,1848,20
Dr Feuerstein,AMZ1848,1848,2
Robert der Teufel,AMZ1848,1848,46
Fr G Seegner,AMZ1848,1848,2
Donnerstag Gewandhauses,AMZ1848,1848,2
Walther Odington,AMZ1848,1848,2
n Diedicke,AMZ1848,1848,2
P Gregors,AMZ1848,1848,4
St Gregors,AMZ1848,1848,2
Buffo Luzio,AMZ1848,1848,4
Buffo Gennaro Luzio,AMZ1848,1848,2
Fanny Corry,AMZ1848,1848,2
Giacomo Filippa,AMZ1848,1848,2
Mies St Romain,AMZ1848,1848,2
F Gasso,AMZ1848,1848,2
Antonio Poggi,AMZ1848,1848,2
Carolin erkauft,AMZ1848,1848,2
W J Trnka,AMZ1848,1848,2
J Fischhof,AMZ1848,1848,4
 Fischhof,AMZ1848,1848,4
C Görner,AMZ1848,1848,5
Z Grabgesang,AMZ1848,1848,2
H Grünig,AMZ1848,1848,2
K URZE,AMZ1848,1848,2
Andreas de Sylva,AMZ1848,1848,4
Andre Hippolite Chelard,AMZ1848,1848,5
Kapellmeister Chelard,AMZ1848,1848,7
H Chelard,AMZ1848,1848,2
n Chelard,AMZ1848,1848,4
Eduard Duller,AMZ1848,1848,3
Camillo Sivori,AMZ1848,1848,11
Matilde Cascelli,AMZ1848,1848,2
Charles Cserny,AMZ1848,1848,4
H erz,AMZ1848,1848,3
 Marra,AMZ1848,1848,2
von Marra,AMZ1848,1848,10
M Lasson,AMZ1848,1848,2
C Eichhorst,AMZ1848,1848,2
E de Splitgerber,AMZ1848,1848,2
E von Splitgerber,AMZ1848,1848,2
G Moro,AMZ1848,1848,2
Th Stolzer,AMZ1848,1848,2
Johann Galliculus,AMZ1848,1848,2
F Sussmann,AMZ1848,1848,2
Fr Belcko,AMZ1848,1848,2
C G Belcko,AMZ1848,1848,5
 Ducis,AMZ1848,1848,2
Fr Suchanek,AMZ1848,1848,2
 Suchanek,AMZ1848,1848,2
Professor Mildner,AMZ1848,1848,2
v Goethe,AMZ1848,1848,4
Wolfgang von Goethe,AMZ1848,1848,4
J W v Goethe,AMZ1848,1848,2
Walther Goethe,AMZ1848,1848,2
Wolfgang Goethe,AMZ1848,1848,2
Edmund Winterle,AMZ1848,1848,3
F Rieos,AMZ1848,1848,2
Hermann Finck,AMZ1848,1848,3
Frederic Nohr,AMZ1848,1848,15
 Nohr,AMZ1848,1848,12
A Gathy,AMZ1848,1848,3
 Gathy,AMZ1848,1848,4
n Gathy,AMZ1848,1848,5
J Ernst Häuser,AMZ1848,1848,4
W Gerhardt,AMZ1848,1848,6
Livia Gerhardt,AMZ1848,1848,10
 Gerhardt,AMZ1848,1848,2
Dr Georg Henrici,AMZ1848,1848,2
Eugenio Cavallini,AMZ1848,1848,3
Ernst Cavallini,AMZ1848,1848,3
G C Kuhlenkamp,AMZ1848,1848,2
 Fahrbach,AMZ1848,1848,5
Joseph Fahrbach,AMZ1848,1848,2
Philipp Fahrbach,AMZ1848,1848,3
Ch Chaulieu,AMZ1848,1848,8
H Marachner,AMZ1848,1848,2
Johann van Eyck,AMZ1848,1848,3
C F PETERS,AMZ1848,1848,4
F S Tischler,AMZ1848,1848,2
Marian Zwinger,AMZ1848,1848,2
ER RR,AMZ1848,1848,2
Henri Panofka,AMZ1848,1848,19
R Drossler,AMZ1848,1848,2
H Marschnor,AMZ1848,1848,2
Musikdirector Sobolewsky,AMZ1848,1848,2
E Sobolewsky,AMZ1848,1848,2
Dr Sobernheim,AMZ1848,1848,3
J H Göroldt,AMZ1848,1848,2
Henri Hera,AMZ1848,1848,3
Mario Aspa,AMZ1848,1848,3
Maestro Aspa,AMZ1848,1848,5
Breslauer Lieblingstänze,AMZ1848,1848,2
Fanny Goldberg,AMZ1848,1848,4
 Hannöv,AMZ1848,1848,3
Stuttgart Stralsund,AMZ1848,1848,2
 Dufay,AMZ1848,1848,2
E Divertissement,AMZ1848,1848,2
n und Diener,AMZ1848,1848,2
W Wedemann,AMZ1848,1848,6
 Wedemann,AMZ1848,1848,2
Dr Goufr,AMZ1848,1848,2
Willibald Alexis,AMZ1848,1848,2
St Thomä,AMZ1848,1848,2
von Zieten,AMZ1848,1848,3
H A Busse,AMZ1848,1848,2
C Birnbaum,AMZ1848,1848,2
Frederic Chopin,AMZ1848,1848,106
n Chopin,AMZ1848,1848,2
 Chopin,AMZ1848,1848,12
Czerny Chopin,AMZ1848,1848,3
Henselt Chopin,AMZ1848,1848,2
Friedrich Chopin,AMZ1848,1848,3
 Kahlert,AMZ1848,1848,8
August Kahlert,AMZ1848,1848,15
Dr Kahlert,AMZ1848,1848,2
Dr August Kahlert,AMZ1848,1848,4
Giovanni Pierluigi,AMZ1848,1848,7
Ecce sacerdos magnus,AMZ1848,1848,2
Miss Birch,AMZ1848,1848,18
P der päpstlichen Kapelle,AMZ1848,1848,2
Bianca Capello,AMZ1848,1848,2
Th Herzenskron,AMZ1848,1848,2
H Marschnuer,AMZ1848,1848,2
G Nbrg,AMZ1848,1848,2
G Nnbrg,AMZ1848,1848,2
Kapellmeister Skraup,AMZ1848,1848,6
Johann Skraup,AMZ1848,1848,2
Kapellmeisters Skraup,AMZ1848,1848,2
Franz Skraup,AMZ1848,1848,13
Gebrüdern Skraup,AMZ1848,1848,3
J N Skraup,AMZ1848,1848,6
n Capellmeister Franz Skraup,AMZ1848,1848,2
n Skraup,AMZ1848,1848,2
von Dittfurth,AMZ1848,1848,2
Pasta Malibran,AMZ1848,1848,6
Hector Berlioz,AMZ1848,1848,19
Hektor Berlioz,AMZ1848,1848,23
n Berlioz,AMZ1848,1848,4
Theodor Haumann,AMZ1848,1848,2
 Essen,AMZ1848,1848,2
F A Kumpmenr,AMZ1848,1848,2
Ch Czorny,AMZ1848,1848,2
Carl Czorny,AMZ1848,1848,2
Le Duc,AMZ1848,1848,2
J C Schärtlich,AMZ1848,1848,6
n Schärtlich,AMZ1848,1848,2
Ludwig Granzin,AMZ1848,1848,8
Victor Klauss,AMZ1848,1848,13
Vietor Klauss,AMZ1848,1848,6
FVictor Klauss,AMZ1848,1848,2
C P Schobacher,AMZ1848,1848,3
Ludwig von Baiern,AMZ1848,1848,3
W Nedelmann,AMZ1848,1848,4
 Nedelmann,AMZ1848,1848,6
v Kamp,AMZ1848,1848,2
W Jähns,AMZ1848,1848,2
F W Jähns,AMZ1848,1848,11
Fr Jähns,AMZ1848,1848,2
Louia Decortis,AMZ1848,1848,3
C G Roissiger,AMZ1848,1848,4
Christian Gottlob Höpner,AMZ1848,1848,12
Charles Krägen,AMZ1848,1848,2
F Vollrath,AMZ1848,1848,2
Charles Vollrath,AMZ1848,1848,2
C F Meser,AMZ1848,1848,14
Hedwig und Gemmy,AMZ1848,1848,2
M W Balfe,AMZ1848,1848,25
D Nicolo Eustachio,AMZ1848,1848,2
E Voizel,AMZ1848,1848,2
 Reitmayr,AMZ1848,1848,2
G P Aderholz,AMZ1848,1848,2
Philipp Aderholz,AMZ1848,1848,2
Gustav Bethge,AMZ1848,1848,4
A Cosmar,AMZ1848,1848,4
H Wagenführ,AMZ1848,1848,18
E Baumstark,AMZ1848,1848,5
Dr Baumstark,AMZ1848,1848,3
Adalbert vom Thale,AMZ1848,1848,2
Carl Kirsch,AMZ1848,1848,2
Don Juan Diavolo,AMZ1848,1848,2
Marco Berra,AMZ1848,1848,32
Bey Marco Berra,AMZ1848,1848,2
Robert Mazel,AMZ1848,1848,2
Louis Rotter,AMZ1848,1848,3
J Mayrhofer,AMZ1848,1848,5
Charles keller,AMZ1848,1848,2
F A Succo,AMZ1848,1848,4
Friedrich Grimmer,AMZ1848,1848,3
 Grimmer,AMZ1848,1848,3
ALLGEHM EINE MUSIK,AMZ1848,1848,4
ALLGE HMEINE MUSIK,AMZ1848,1848,4
ALLGE MEINE MUSIK,AMZ1848,1848,3
Gideon Sulamith,AMZ1848,1848,2
J H Kufferath,AMZ1848,1848,4
L Kufferath,AMZ1848,1848,2
Hermann Kufferath,AMZ1848,1848,3
H F Kufferath,AMZ1848,1848,5
E Troupenas,AMZ1848,1848,4
n Troupenas,AMZ1848,1848,3
H Troupenas,AMZ1848,1848,2
Gilbert Duprez,AMZ1848,1848,2
Direktor Pokorny,AMZ1848,1848,2
Franz Pokorny,AMZ1848,1848,2
Rudolph Gernlein,AMZ1848,1848,7
 Gernlein,AMZ1848,1848,2
Eduard Rottmanner,AMZ1848,1848,3
n Joseph Ascher,AMZ1848,1848,2
ALLGE HMEINE,AMZ1848,1848,2
von Tschoffen,AMZ1848,1848,2
 Lutz,AMZ1848,1848,2
J E Horzalka,AMZ1848,1848,2
Heinrich Proch,AMZ1848,1848,62
 Proch,AMZ1848,1848,5
Miltitz Proch,AMZ1848,1848,3
Luisa Strozzi,AMZ1848,1848,2
Carl Abela,AMZ1848,1848,2
Joseph Menter,AMZ1848,1848,3
August Pott,AMZ1848,1848,16
Professor Pott,AMZ1848,1848,3
 Pott,AMZ1848,1848,26
Kapellmeister Pott,AMZ1848,1848,4
n Pott,AMZ1848,1848,2
Franz Neufeld,AMZ1848,1848,4
Raimond de Mitscha,AMZ1848,1848,2
Franz Hinkel,AMZ1848,1848,2
Franchinus Gafurius,AMZ1848,1848,2
S Ceeilia,AMZ1848,1848,3
Charles Czeray,AMZ1848,1848,6
Selmar Seiffart,AMZ1848,1848,5
Daniel Jelensperger,AMZ1848,1848,3
 Caffi,AMZ1848,1848,2
J H D Lohmann,AMZ1848,1848,2
Anton Luber,AMZ1848,1848,3
R L Pearsall,AMZ1848,1848,3
F Dürr,AMZ1848,1848,2
J J Reiff,AMZ1848,1848,3
J Reiff,AMZ1848,1848,2
W Nedolmann,AMZ1848,1848,2
C L T Lieth,AMZ1848,1848,2
A H Stahlknecht,AMZ1848,1848,7
Adolph Stahlknecht,AMZ1848,1848,3
 Joost,AMZ1848,1848,2
 Dreschke,AMZ1848,1848,2
G A Dreschke,AMZ1848,1848,3
Adolf Hesso,AMZ1848,1848,2
C Münchs,AMZ1848,1848,3
P Grabeler,AMZ1848,1848,3
F Horold,AMZ1848,1848,3
Fr Timme,AMZ1848,1848,3
Carl Endig,AMZ1848,1848,2
 Dzondi,AMZ1848,1848,3
Professor Dzondi,AMZ1848,1848,2
n Höfer,AMZ1848,1848,2
Gustav Liebrecht,AMZ1848,1848,3
Justinus Kerner,AMZ1848,1848,15
 Kerner,AMZ1848,1848,8
S Gregorio,AMZ1848,1848,2
Franz Kugler,AMZ1848,1848,3
Vinzenz Kugler,AMZ1848,1848,2
J G Kugler,AMZ1848,1848,2
n Lüstner,AMZ1848,1848,4
Lucile Grahn,AMZ1848,1848,2
 Sabine,AMZ1848,1848,2
Melchior Vulpius,AMZ1848,1848,4
Anna Bolena,AMZ1848,1848,81
F X Höllerer,AMZ1848,1848,2
Ludwig Bechstein,AMZ1848,1848,25
 Bechstein,AMZ1848,1848,3
Joseph Lanner,AMZ1848,1848,17
Musikdirector Lanner,AMZ1848,1848,3
 Lanner,AMZ1848,1848,4
Ernst Vincke,AMZ1848,1848,2
A Neidthardt,AMZ1848,1848,2
Hellmutb Dammas,AMZ1848,1848,2
n Drska,AMZ1848,1848,2
Carl Himly,AMZ1848,1848,2
n Ullrich,AMZ1848,1848,3
C Ullrich,AMZ1848,1848,2
C G Kupsch,AMZ1848,1848,8
Caspar Vincentius,AMZ1848,1848,2
S W Dehn,AMZ1848,1848,5
 Dehn,AMZ1848,1848,2
n Dehn,AMZ1848,1848,2
n S W Dehn,AMZ1848,1848,2
A Bott,AMZ1848,1848,4
Jean Bott,AMZ1848,1848,5
Johann Joseph Bott,AMZ1848,1848,16
Jean Joseph Bott,AMZ1848,1848,2
n Jean Joseph Bott,AMZ1848,1848,4
n Bott,AMZ1848,1848,8
Franz Ressel,AMZ1848,1848,2
Katharina Hlawa,AMZ1848,1848,2
Claudio Monteverde,AMZ1848,1848,2
n Parish Alvars,AMZ1848,1848,3
E Alvars,AMZ1848,1848,3
Parish Alvars,AMZ1848,1848,2
T Berbiguieor,AMZ1848,1848,2
n Springer,AMZ1848,1848,2
Dr Langenschwarz,AMZ1848,1848,2
S Maria Maggiore,AMZ1848,1848,3
Friedrich Kistner,AMZ1848,1848,153
 Kistner,AMZ1848,1848,26
n Friedrich Kistner,AMZ1848,1848,7
Bä Friedrich Kistner,AMZ1848,1848,3
Regina di Golconda,AMZ1848,1848,13
Göthe für eine Singstimme,AMZ1848,1848,2
di Rosenberg,AMZ1848,1848,2
Jenny Lutzer,AMZ1848,1848,7
 Lutzer,AMZ1848,1848,2
J Felsberg,AMZ1848,1848,2
 Schladebach,AMZ1848,1848,2
Julius Schladebach,AMZ1848,1848,6
Dr Julius Schladebach,AMZ1848,1848,2
me Pirscher,AMZ1848,1848,2
W E Alisky,AMZ1848,1848,3
Regina Coeli,AMZ1848,1848,3
Louis Pape,AMZ1848,1848,6
 Pape,AMZ1848,1848,3
A H Sponholz,AMZ1848,1848,3
J B Tolbecgque,AMZ1848,1848,2
Julius Riehle,AMZ1848,1848,3
 Riehle,AMZ1848,1848,3
Bernhard Breuer,AMZ1848,1848,5
G D Bädeker,AMZ1848,1848,13
E D Bädeker,AMZ1848,1848,2
Massimiliano Quilici,AMZ1848,1848,2
n Schindelmeisser,AMZ1848,1848,2
Louis Schindelmeisser,AMZ1848,1848,9
Fanny Schindelmeisser,AMZ1848,1848,5
J B Rousteau,AMZ1848,1848,2
 Neuhof,AMZ1848,1848,2
Heinrich Süeglitz,AMZ1848,1848,6
HARVARD COLLEGE,AMZ1848,1848,4
C T Seiffert,AMZ1848,1848,14
Organist Seiffert,AMZ1848,1848,2
Lorenz Kraussold,AMZ1848,1848,4
n Kraussold,AMZ1848,1848,2
 Millor,AMZ1848,1848,2
C T v Bose,AMZ1848,1848,2
J C F Rapmund,AMZ1848,1848,4
Franz v Gaudy,AMZ1848,1848,2
Fr Curschmann,AMZ1848,1848,26
 Mosen,AMZ1848,1848,6
Julius Mosen,AMZ1848,1848,6
 Truhn,AMZ1848,1848,2
Friedrich Hieronymus Truhn,AMZ1848,1848,14
F Truhn,AMZ1848,1848,2
Hieronymus Truhn,AMZ1848,1848,34
El Truhn,AMZ1848,1848,2
M Truhn,AMZ1848,1848,2
J B Tolbecgue,AMZ1848,1848,5
Henri Hers,AMZ1848,1848,3
Wolfgang Amadeus Mozxart,AMZ1848,1848,2
A Noithardt,AMZ1848,1848,2
R Stricker,AMZ1848,1848,2
Dr Kniewel,AMZ1848,1848,3
S Lee,AMZ1848,1848,11
Sr K Hoheit,AMZ1848,1848,2
Gustav Billroth,AMZ1848,1848,2
Hofrath Hand,AMZ1848,1848,2
Dr Hand,AMZ1848,1848,2
Knabenlehrer Kalbitz,AMZ1848,1848,5
C E F Weyse,AMZ1848,1848,10
Carl Evers,AMZ1848,1848,24
 Evers,AMZ1848,1848,2
n Evers,AMZ1848,1848,4
Karl Evers,AMZ1848,1848,2
Charles Evers,AMZ1848,1848,2
Clara Wiek,AMZ1848,1848,4
Te Deums,AMZ1848,1848,3
Robert le Diable,AMZ1848,1848,4
W Wackernagel,AMZ1848,1848,3
Antonio Straduary,AMZ1848,1848,2
Scipion Rousselot,AMZ1848,1848,2
J B Tolbeegue,AMZ1848,1848,2
Ludwig Storch,AMZ1848,1848,6
A M Storch,AMZ1848,1848,2
A Lübcke,AMZ1848,1848,4
n Coppola,AMZ1848,1848,3
Pietro Antonio Coppola,AMZ1848,1848,2
Gaetano Calvi,AMZ1848,1848,3
Carlotta Calvi,AMZ1848,1848,2
Fr Gnüge,AMZ1848,1848,3
Heinefetter die Norma,AMZ1848,1848,2
Beatrice Norma,AMZ1848,1848,2
 Botgorscheck,AMZ1848,1848,8
Dr F Wiest,AMZ1848,1848,2
Adalbert von Chamisso,AMZ1848,1848,15
v Chamisso,AMZ1848,1848,3
n Döhler,AMZ1848,1848,6
Theodor Döhler,AMZ1848,1848,71
 Döhler,AMZ1848,1848,4
TA Döhler,AMZ1848,1848,2
n Theodor Döhler,AMZ1848,1848,2
Friedrich Fröbel,AMZ1848,1848,3
Gustav Nauenburg,AMZ1848,1848,5
 Nauenburg,AMZ1848,1848,2
n Wurda,AMZ1848,1848,4
W A Lütgen,AMZ1848,1848,2
Moritz Schön,AMZ1848,1848,9
G v Deuern,AMZ1848,1848,4
A Robert Friese,AMZ1848,1848,9
Robert Friese,AMZ1848,1848,20
 Friese,AMZ1848,1848,10
A Farrene,AMZ1848,1848,2
Wilhelm Teaubert,AMZ1848,1848,2
G Nauenb,AMZ1848,1848,2
S Richault,AMZ1848,1848,3
Carl Spohn,AMZ1848,1848,4
Professor Gripenkerl,AMZ1848,1848,3
Mich freut,AMZ1848,1848,2
Marie Neureuther,AMZ1848,1848,2
 Neureuther,AMZ1848,1848,2
Carl Riefstahl,AMZ1848,1848,4
 Lallemant,AMZ1848,1848,5
J E Leonhardt,AMZ1848,1848,4
 Leonhardt,AMZ1848,1848,2
n Leonhardt,AMZ1848,1848,3
C Bertelsmann,AMZ1848,1848,3
Reinhard Keyser,AMZ1848,1848,2
Lorenzo Salvi,AMZ1848,1848,2
n Salvi,AMZ1848,1848,3
Matteo Salvi,AMZ1848,1848,5
Thomas Moore,AMZ1848,1848,11
n Pöck,AMZ1848,1848,3
 Kratky,AMZ1848,1848,3
E Cuddy,AMZ1848,1848,2
Heinrich Lohstöter,AMZ1848,1848,2
G N Hanft,AMZ1848,1848,3
Miss Lincoln,AMZ1848,1848,8
J M Gomis,AMZ1848,1848,3
Ph Laven,AMZ1848,1848,2
J N v Bobrowicz,AMZ1848,1848,2
J N de Bobrowicz,AMZ1848,1848,8
J N Bobrowicz,AMZ1848,1848,2
Freyherrn F v Zurhein,AMZ1848,1848,2
 Rietz,AMZ1848,1848,13
Julius Rietz,AMZ1848,1848,44
Jul Rietz,AMZ1848,1848,2
n Rietz,AMZ1848,1848,3
 Kopisch,AMZ1848,1848,3
August Kopisch,AMZ1848,1848,17
Th Trendelenburg,AMZ1848,1848,5
 Weinbrenner,AMZ1848,1848,2
Joseph Cichocki,AMZ1848,1848,2
G A Osborne,AMZ1848,1848,14
n Osborne,AMZ1848,1848,2
C A Osborne,AMZ1848,1848,3
E A Osborne,AMZ1848,1848,2
Albert Steinicke,AMZ1848,1848,3
H C Andersen,AMZ1848,1848,4
J Bredal,AMZ1848,1848,2
Hans Heiling,AMZ1848,1848,66
H Schmidlin,AMZ1848,1848,2
J Assmayr,AMZ1848,1848,3
Felix MendelssohnBartoldy,AMZ1848,1848,6
F W Betzhold,AMZ1848,1848,14
Adolph Henselt,AMZ1848,1848,49
Adolphe Henselt,AMZ1848,1848,4
Kalkbrenner Henselt,AMZ1848,1848,4
